PHASE,LC_DETREND,MODEL_INIT
0.5894094705581665,,0.0
0.5907984375953674,,0.0
0.5921873450279236,,0.0
0.5935762524604797,,0.0
0.5949652194976807,,0.0
0.5963541269302368,-6.142538040876389e-05,0.0
0.597743034362793,-0.0008627332281321287,0.0
0.5991320013999939,,0.0
0.60052090883255,-0.0006168678519316018,0.0
0.601909875869751,0.00028227100847288966,0.0
0.6032987833023071,-0.000616125063970685,0.0
0.6046876907348633,-0.00027395752840675414,0.0
0.6060766577720642,0.00024210942501667887,0.0
0.6074655652046204,-0.0006081345491111279,0.0
0.6088545322418213,0.00021396092779468745,0.0
0.6102434396743774,-0.0002824414405040443,0.0
0.6116323471069336,0.0003666810516733676,0.0
0.6130213141441345,-0.00024733893224038184,0.0
0.6144102215766907,0.00024247229157481343,0.0
0.6157991886138916,-0.0003828193002846092,0.0
0.6171880960464478,0.0005597822018899024,0.0
0.6185770034790039,0.0005460652755573392,0.0
0.6199659705162048,0.0006948523805476725,0.0
0.621354877948761,0.00041087219142355025,0.0
0.6227437853813171,-0.0002982472360599786,0.0
0.6241327524185181,-0.000663961807731539,0.0
0.6255216598510742,0.0004314254620112479,0.0
0.6269106268882751,0.0002735175075940788,0.0
0.6282995343208313,7.154923514463007e-05,0.0
0.6296884417533875,0.00013382024189922959,0.0
0.6310774087905884,5.8504501794232056e-05,0.0
0.6324663162231445,0.00021938148711342365,0.0
0.6338552832603455,0.0007753489771857858,0.0
0.6352441906929016,-0.0003299860982224345,0.0
0.6366330981254578,0.00012295720807742327,0.0
0.6380220651626587,-0.0002651856339070946,0.0
0.6394109725952148,-0.0005774684250354767,0.0
0.6407999396324158,4.011427517980337e-05,0.0
0.6421888470649719,0.0008245449862442911,0.0
0.6435777544975281,0.00024967806530185044,0.0
0.644966721534729,0.0009011604124680161,0.0
0.6463556289672852,0.00020648537611123174,0.0
0.6477445363998413,0.0008367666159756482,0.0
0.6491335034370422,-0.00047561031533405185,0.0
0.6505224108695984,-0.0007231857161968946,0.0
0.6519113779067993,-0.0002939833502750844,0.0
0.6533002853393555,0.000544995884411037,0.0
0.6546891927719116,0.0011198451975360513,0.0
0.6560781598091125,0.00010571867460384965,0.0
0.6574670672416687,-0.00019596364290919155,0.0
0.6588560342788696,-8.312094723805785e-05,0.0
0.6602449417114258,-8.622157474746928e-05,0.0
0.6616338491439819,-0.0001128421354223974,0.0
0.6630228161811829,0.000219188688788563,0.0
0.664411723613739,0.0012450023787096143,0.0
0.6658006310462952,0.0004202499403618276,0.0
0.6671895980834961,0.00040820511640049517,0.0
0.6685785055160522,0.0009247514535672963,0.0
0.6699674725532532,0.0006288110744208097,0.0
0.6713563799858093,0.0010968821588903666,0.0
0.6727452874183655,0.0009539869497530162,0.0
0.6741342544555664,0.00018400396220386028,0.0
0.6755231618881226,6.816224777139723e-05,0.0
0.6769121289253235,0.0011843012180179358,0.0
0.6783010363578796,0.00013263120490591973,0.0
0.6796899437904358,-0.0005418365471996367,0.0
0.6810789108276367,7.762332825222984e-05,0.0
0.6824678182601929,0.00020404797396622598,0.0
0.683856725692749,0.0005063752178102732,0.0
0.68524569272995,-0.00039622484473511577,0.0
0.6866346001625061,-0.00010659616236807778,0.0
0.688023567199707,0.000868975359480828,0.0
0.6894124746322632,-5.0850554544012994e-05,0.0
0.6908013820648193,-4.2611841308826115e-06,0.0
0.6921903491020203,-6.577516614925116e-05,0.0
0.6935792565345764,-0.0001470547285862267,0.0
0.6949682235717773,0.0007585090934298933,0.0
0.6963571310043335,0.0009583645150996745,0.0
0.6977460384368896,0.0005716570885851979,0.0
0.6991350054740906,0.00024225880042649806,0.0
0.7005239129066467,0.0004227903264109045,0.0
0.7019128203392029,5.452340701594949e-05,0.0
0.7033017873764038,6.732357724104077e-05,0.0
0.70469069480896,-0.0006594842998310924,0.0
0.7060796618461609,0.0002708141109906137,0.0
-0.2339807152748108,0.0008276645676232874,0.0
-0.23259177803993225,0.00049760373076424,0.0
-0.2312028408050537,0.001044295378960669,0.0
-0.22981391847133636,0.00027972308453172445,0.0
-0.22842498123645782,-0.000345275504514575,0.0
-0.22703605890274048,0.00040172203443944454,0.0
-0.22564712166786194,0.0009160599438473582,0.0
-0.2242581993341446,0.0009057818679139018,0.0
-0.22286926209926605,0.0009697075583972037,0.0
-0.2214803397655487,0.0011706672376021743,0.0
-0.22009140253067017,-0.00019294566300231963,0.0
-0.21870248019695282,6.212086736923084e-05,0.0
-0.21731354296207428,0.0004274992097634822,0.0
-0.21592462062835693,0.0002952045761048794,0.0
-0.2145356833934784,-0.0006811575149185956,0.0
-0.21314676105976105,-0.0009222180815413594,0.0
-0.2117578238248825,-0.00021563506743405014,0.0
-0.21036888659000397,-0.00029327068477869034,0.0
-0.20897996425628662,0.0005082754069007933,0.0
-0.20759102702140808,0.0003128192911390215,0.0
-0.20620210468769073,-0.0007954973843879998,0.0
-0.2048131674528122,-0.0001288872299483046,0.0
-0.20342424511909485,-6.904718611622229e-05,0.0
-0.2020353078842163,0.0007450870471075177,0.0
-0.20064638555049896,0.00031697130179964006,0.0
-0.19925744831562042,0.0007608598098158836,0.0
-0.19786852598190308,0.0014068210730329156,0.0
-0.19647958874702454,0.0003472005482763052,0.0
-0.1950906664133072,0.0003617674810811877,0.0
-0.19370172917842865,-0.000594166514929384,0.0
-0.1923128068447113,0.0002969320339616388,0.0
-0.19092386960983276,7.453286525560543e-05,0.0
-0.18953494727611542,0.00030111047090031207,0.0
-0.18814601004123688,-1.1945348887820728e-05,0.0
-0.18675708770751953,0.0005568307242356241,0.0
-0.185368150472641,-6.673238385701552e-05,0.0
-0.18397921323776245,-0.00034180295187979937,0.0
-0.1825902909040451,3.588957952160854e-06,0.0
-0.18120135366916656,-0.0006367583409883082,0.0
-0.17981243133544922,0.0002783018280752003,0.0
-0.17842349410057068,-0.0002828727010637522,0.0
-0.17703457176685333,0.0001022712021949701,0.0
-0.1756456345319748,0.00030886236345395446,0.0
-0.17425671219825745,0.00028389814542606473,0.0
-0.1728677749633789,0.0008385401451960206,0.0
-0.17147885262966156,0.0002282277273479849,0.0
-0.17008991539478302,-4.80574817629531e-05,0.0
-0.16870099306106567,-0.00036409468157216907,0.0
-0.16731205582618713,0.00018955353880301118,0.0
-0.1659231334924698,3.362854477018118e-05,0.0
-0.16453419625759125,-0.00027997937286272645,0.0
-0.1631452739238739,0.000518143642693758,0.0
-0.16175633668899536,0.0009834540542215109,0.0
-0.16036741435527802,-7.793312397552654e-05,0.0
-0.15897847712039948,-0.0004868354299105704,0.0
-0.15758955478668213,0.0006773372879251838,0.0
-0.1562006175518036,0.0011285137152299285,0.0
-0.15481168031692505,-0.00037688130396418273,0.0
-0.1534227579832077,0.00012542057083919644,0.0
-0.15203382074832916,-0.0006951357936486602,0.0
-0.15064489841461182,-0.0005339281633496284,0.0
-0.14925596117973328,-8.606439951108769e-05,0.0
-0.14786703884601593,0.0003413712256588042,0.0
-0.1464781016111374,0.0005048977327533066,0.0
-0.14508917927742004,0.00041887001134455204,0.0
-0.1437002420425415,0.0006622317596338689,0.0
-0.14231131970882416,-0.0002567107731010765,0.0
-0.14092238247394562,0.0001720499130897224,0.0
-0.13953346014022827,0.000813373364508152,0.0
-0.13814452290534973,0.000264234869973734,0.0
-0.13675560057163239,-0.0002100373967550695,0.0
-0.13536666333675385,-0.00015509336662944406,0.0
-0.1339777410030365,-0.0002793910098262131,0.0
-0.13258880376815796,-0.0005432452890090644,0.0
-0.1311998814344406,0.0004560670640785247,0.0
-0.12981094419956207,0.0003290808235760778,0.0
-0.12842202186584473,3.799903061008081e-05,0.0
-0.1270330846309662,7.785264460835606e-05,0.0
-0.12564416229724884,-0.00043517781887203455,0.0
-0.1242552250623703,-0.000620483246166259,0.0
-0.12286629527807236,-0.00048252794658765197,0.0
-0.12147736549377441,0.0004537969653028995,0.0
-0.12008843570947647,-0.0006759334937669337,0.0
-0.11869950592517853,-0.000772017752751708,0.0
-0.11731057614088058,-0.0006830262718722224,0.0
-0.11592164635658264,-0.0007741333683952689,0.0
-0.1145327165722847,-0.0003916044079232961,0.0
-0.11314378678798676,0.000245081348111853,0.0
-0.11175485700368881,-0.0005214521079324186,0.0
-0.11036592721939087,-0.0006979156169109046,0.0
-0.10897699743509293,0.00044748527579940856,0.0
-0.10758806765079498,-0.00020573244546540082,0.0
-0.10619913786649704,0.0005566752515733242,0.0
-0.1048102080821991,-0.0008090356132015586,0.0
-0.10342127829790115,6.591484270757064e-05,0.0
-0.10203234851360321,2.8830596420448273e-05,0.0
-0.10064341872930527,-0.0004204022407066077,0.0
-0.09925448894500732,0.00014166449545882642,0.0
-0.09786555916070938,-0.0006330666365101933,0.0
-0.09647662937641144,-0.00024792272597551346,0.0
-0.0950876995921135,-0.0010414256248623133,0.0
-0.09369876980781555,-0.00021384628780651838,0.0
-0.09230984002351761,5.9245485317660496e-05,0.0
-0.09092091023921967,-0.00024382337869610637,0.0
-0.08953198045492172,0.00014220390585251153,0.0
-0.08814305067062378,0.0006895580445416272,0.0
-0.08675412088632584,-0.0004091518640052527,0.0
-0.0853651911020279,-5.371153383748606e-05,0.0
-0.08397626131772995,-0.00018859482952393591,0.0
-0.082587331533432,-0.0007609220338054001,0.0
-0.08119840174913406,0.0003313658235128969,0.0
-0.07980947196483612,-0.0008424926782026887,0.0
-0.07842054218053818,-0.001222243532538414,0.0
-0.07703161239624023,-0.0004015245649497956,0.0
-0.0756426751613617,0.00019185074779670686,0.0
-0.07425374537706375,-0.00046000757720321417,0.0
-0.07286481559276581,-0.00014498176460620016,0.0
-0.07147588580846786,0.00035014268360100687,0.0
-0.07008695602416992,0.0007500831852667034,0.0
-0.06869802623987198,-0.00026702473405748606,0.0
-0.06730909645557404,0.0001903352967929095,0.0
-0.06592016667127609,0.0005919320974498987,0.0
-0.06453123688697815,-7.057300535961986e-06,0.0
-0.0631423071026802,0.00019245668954681605,0.0
-0.06175338104367256,0.0007367291836999357,0.0
-0.06036445125937462,-0.0006924240151420236,0.0
-0.058975521475076675,-0.0006606284878216684,0.0
-0.05758659169077873,-0.0005399457877501845,0.0
-0.05619766190648079,1.4475368516286835e-05,0.0
-0.054808732122182846,0.00023045242414809763,0.0
-0.0534198023378849,6.789941107854247e-05,0.0
-0.05203087255358696,-0.0007759560248814523,0.0
-0.05064194276928902,-0.002084355102851987,0.0
-0.049253012984991074,-0.0005121722351759672,0.0
-0.04786408320069313,0.0006656072800979018,0.0
-0.04647515341639519,-0.001035455847159028,-2.514561128919013e-05
-0.045086223632097244,-0.0004040704225189984,-0.0002710771223064512
-0.0436972938477993,-0.00145805929787457,-0.0008941457490436733
-0.04230836406350136,-0.0020872994791716337,-0.001974652521312237
-0.040919434279203415,-0.0046258047223091125,-0.003465229645371437
-0.03953050449490547,-0.00509477686136961,-0.005110436584800482
-0.03814157471060753,-0.007137154694646597,-0.006606663577258587
-0.036752644926309586,-0.008416439406573772,-0.007732388563454151
-0.03536371514201164,-0.00887941475957632,-0.008456041105091572
-0.0339747853577137,-0.009063386358320713,-0.008838778361678123
-0.032585855573415756,-0.009148751385509968,-0.009090871550142765
-0.031196923926472664,-0.009133080951869488,-0.009297195822000504
-0.02980799414217472,-0.009849398396909237,-0.009472273290157318
-0.028419064357876778,-0.01145247183740139,-0.009623873047530651
-0.027030134573578835,-0.010199077427387238,-0.009756878949701786
-0.02564120478928089,-0.009285036474466324,-0.009874635376036167
-0.02425227500498295,-0.010014496743679047,-0.009979549795389175
-0.022863345220685005,-0.009942229837179184,-0.010073430836200714
-0.02147441729903221,-0.009906903840601444,-0.010157667100429535
-0.020085487514734268,-0.009986305609345436,-0.01023335661739111
-0.018696557730436325,-0.00932035781443119,-0.010301376692950726
-0.017307627946138382,-0.00976377259939909,-0.010362439788877964
-0.01591869816184044,-0.010999182239174843,-0.010417132638394833
-0.014529767446219921,-0.010299310088157654,-0.010465937666594982
-0.013140837661921978,-0.01097338180989027,-0.010509259067475796
-0.01175190880894661,-0.010663910768926144,-0.01054743118584156
-0.010362979024648666,-0.010332398116588593,-0.010580734349787235
-0.008974049240350723,-0.01095828041434288,-0.010609402321279049
-0.00758511945605278,-0.011001608334481716,-0.010633626952767372
-0.006196189671754837,-0.010264892131090164,-0.01065356470644474
-0.004807259887456894,-0.010555200278759003,-0.010669341310858727
-0.003418330103158951,-0.010770532302558422,-0.010681054554879665
-0.0020294005516916513,-0.011173349805176258,-0.010688774287700653
-0.0006404707673937082,-0.01092271227389574,-0.01069254707545042
0.0007484589004889131,-0.010361445136368275,-0.010692394338548183
0.0021373885683715343,-0.010644907131791115,-0.010688316076993942
0.0035263183526694775,-0.010912690311670303,-0.010680288076400757
0.004915248136967421,-0.01034317072480917,-0.010668261907994747
0.006304177455604076,-0.010923669673502445,-0.010652164928615093
0.0076931072399020195,-0.011295469477772713,-0.010631898418068886
0.009082037024199963,-0.01138690859079361,-0.010607334785163403
0.010470966808497906,-0.010147538036108017,-0.01057831384241581
0.011859896592795849,-0.010783909820020199,-0.010544640943408012
0.013248825445771217,-0.010665325447916985,-0.010506079532206059
0.01463775523006916,-0.010658347979187965,-0.010462344624102116
0.016026685014367104,-0.010113190859556198,-0.010413097217679024
